SCHOOL_YEAR,DISTRICT_NUMBER,FSA_SKILL_CODE,GRADE,PERCENT_UNKNOWN,PERCENT_BELOW,PERCENT_MEETING,PERCENT_EXCEEDING,PERCENT_MEET_OR_EXCEED,SCORE_TYPE,SCORE,PARTICIPATION_RATE
2010/2011,037,W,7,27,10,59,4,62,Pro,6.8593,73
2011/2012,037,W,7,17,5,75,3,78,Pro,7.1026,83
2012/2013,037,W,7,19,11,68,1,70,Pro,6.5454,81
2013/2014,037,W,7,24,9,64,3,67,Pro,6.7568,76
2014/2015,037,W,7,25,5,66,4,70,Pro,7.1787,75
2007/2008,038,W,7,10,9,76,5,81,Pro,7.0446,90
2008/2009,038,W,7,13,7,72,8,81,Pro,7.2963,87
2009/2010,038,W,7,18,3,77,2,80,Pro,6.893,82
2010/2011,038,W,7,16,5,72,7,79,Pro,7.2553,84
2011/2012,038,W,7,16,2,74,8,82,Pro,7.5402,84
2012/2013,038,W,7,19,8,71,2,73,Pro,6.9766,81
2013/2014,038,W,7,17,5,76,3,78,Pro,7.0924,83
2014/2015,038,W,7,24,5,66,5,71,Pro,7.4923,76
2007/2008,039,W,7,23,14,60,3,63,Pro,6.5306,77
2008/2009,039,W,7,34,12,52,2,55,Pro,6.5808,66
2009/2010,039,W,7,39,10,49,2,51,Pro,6.4772,61
2010/2011,039,W,7,37,7,52,3,55,Pro,6.8676,63
2011/2012,039,W,7,38,6,52,4,56,Pro,7.0467,62
2012/2013,039,W,7,35,8,55,2,57,Pro,6.6736,65
2013/2014,039,W,7,38,9,52,1,53,Pro,6.4533,62
2014/2015,039,W,7,40,5,54,2,55,Pro,6.8078,60
2007/2008,040,W,7,8,11,68,13,81,Pro,7.4652,92
2008/2009,040,W,7,11,18,62,9,71,Pro,6.9931,89
2009/2010,040,W,7,14,8,75,3,78,Pro,6.9469,86
2010/2011,040,W,7,13,9,72,7,79,Pro,7.0206,87
2011/2012,040,W,7,18,5,73,5,77,Pro,7.1056,82
2012/2013,040,W,7,13,4,76,7,83,Pro,7.5461,87
2013/2014,040,W,7,18,4,75,3,78,Pro,7.0358,82
2014/2015,040,W,7,14,9,76,2,78,Pro,6.7945,86
2007/2008,041,W,7,16,9,60,15,75,Pro,7.6822,84
2008/2009,041,W,7,20,10,61,8,70,Pro,7.2481,80
2009/2010,041,W,7,19,13,65,3,68,Pro,6.741,81
2010/2011,041,W,7,18,5,69,9,78,Pro,7.8819,82
2011/2012,041,W,7,17,6,71,6,77,Pro,7.5404,83
2012/2013,041,W,7,16,5,73,6,79,Pro,7.6294,84
2013/2014,041,W,7,17,4,72,6,78,Pro,7.3811,83
2014/2015,041,W,7,19,4,74,3,77,Pro,7.3863,81
2007/2008,042,W,7,8,21,66,5,71,Pro,6.3066,92
2008/2009,042,W,7,46,16,37,1,39,Pro,6.1452,54
2009/2010,042,W,7,22,9,67,3,70,Pro,6.4773,78
2010/2011,042,W,7,26,10,61,3,63,Pro,6.5061,74
2011/2012,042,W,7,36,6,55,2,57,Pro,6.7934,64
2012/2013,042,W,7,44,8,47,2,49,Pro,6.401,56
2013/2014,042,W,7,45,9,45,1,46,Pro,6.1402,55
2014/2015,042,W,7,64,4,30,1,32,Pro,6.8757,36
2007/2008,043,W,7,7,11,70,12,82,Pro,7.2301,93
2008/2009,043,W,7,12,16,65,7,72,Pro,6.8025,88
2009/2010,043,W,7,17,10,69,3,72,Pro,6.8377,83
2010/2011,043,W,7,19,7,70,4,74,Pro,6.9108,81
2011/2012,043,W,7,21,7,67,5,72,Pro,7.1053,79
2012/2013,043,W,7,21,5,69,5,74,Pro,7.3159,79
2013/2014,043,W,7,17,7,73,3,76,Pro,6.8146,83
2014/2015,043,W,7,16,9,72,3,75,Pro,6.7052,84
2007/2008,044,W,7,23,9,59,9,68,Pro,7.2877,77
2008/2009,044,W,7,20,14,57,8,66,Pro,7.0208,80
2009/2010,044,W,7,22,13,59,6,65,Pro,6.9396,78
2010/2011,044,W,7,14,6,60,19,80,Pro,8.0644,86
2011/2012,044,W,7,14,11,63,12,75,Pro,7.3321,86
2012/2013,044,W,7,9,19,64,8,72,Pro,6.8306,91
2013/2014,044,W,7,8,19,66,7,73,Pro,6.6673,92
2014/2015,044,W,7,7,12,73,8,80,Pro,6.9518,93
2007/2008,045,W,7,7,1,64,27,91,Pro,8.9457,93
2008/2009,045,W,7,9,2,72,17,89,Pro,8.6826,91
2009/2010,045,W,7,17,1,75,7,82,Pro,8.4791,83
2010/2011,045,W,7,10,1,77,12,89,Pro,8.8393,90
2011/2012,045,W,7,8,1,77,14,91,Pro,8.7869,92
2012/2013,045,W,7,13,0,67,20,87,Pro,9.329,87
2013/2014,045,W,7,9,1,77,13,90,Pro,8.9398,91
2014/2015,045,W,7,10,0,73,17,90,Pro,9.1711,90
2007/2008,046,W,7,5,8,64,23,87,Pro,8.1483,95
2008/2009,046,W,7,11,17,59,13,72,Pro,7.2547,89
2009/2010,046,W,7,14,12,64,10,74,Pro,7.249,86
2010/2011,046,W,7,15,9,64,12,76,Pro,7.4363,85
2011/2012,046,W,7,12,14,67,7,74,Pro,6.9163,88
2012/2013,046,W,7,17,20,57,7,63,Pro,6.5895,83
2013/2014,046,W,7,20,8,63,9,72,Pro,7.4353,80
2014/2015,046,W,7,14,8,73,5,78,Pro,7.2525,86
2007/2008,047,W,7,8,12,71,9,80,Pro,7.0337,92
2008/2009,047,W,7,16,8,64,12,76,Pro,7.1776,84
2009/2010,047,W,7,13,22,63,3,65,Pro,6.275,87
2010/2011,047,W,7,12,10,65,14,78,Pro,7.5852,88
2011/2012,047,W,7,15,14,69,2,71,Pro,6.8165,85
2012/2013,047,W,7,15,14,69,2,71,Pro,6.712,85
2013/2014,047,W,7,12,23,64,1,65,Pro,6,88
2014/2015,047,W,7,26,10,61,3,64,Pro,6.5357,74
2007/2008,048,W,7,11,9,75,5,80,Pro,7.2796,89
2008/2009,048,W,7,8,16,70,5,75,Pro,6.456,92
2009/2010,048,W,7,6,11,79,5,83,Pro,6.9693,94
2010/2011,048,W,7,5,3,87,5,92,Pro,6.9371,95
2011/2012,048,W,7,6,10,70,14,84,Pro,7.5119,94
2012/2013,048,W,7,6,9,82,3,85,Pro,6.6933,94
2013/2014,048,W,7,5,4,86,5,91,Pro,6.9014,95
2014/2015,048,W,7,6,6,85,3,88,Pro,6.7,94
2007/2008,050,W,7,21,13,58,8,65,Pro,7.1951,79
2008/2009,050,W,7,11,44,39,5,44,Pro,5.7037,89
2009/2010,050,W,7,4,34,50,12,62,Pro,6.5625,96
2010/2011,050,W,7,10,22,54,14,68,Pro,7.4035,90
2011/2012,050,W,7,4,31,58,7,64,Pro,6.2326,96
2012/2013,050,W,7,4,23,60,13,73,Pro,7.02,96
2013/2014,050,W,7,10,35,50,5,55,Pro,6.0556,90
2014/2015,050,W,7,5,27,63,5,68,Pro,6.4615,95
2007/2008,051,W,7,13,13,74,1,75,Pro,6.2613,87
2008/2009,051,W,7,9,14,65,12,77,Pro,7,91
2009/2010,051,W,7,28,7,55,10,65,Pro,7.2969,72
2010/2011,051,W,7,12,11,65,13,78,Pro,7.2283,88
2011/2012,051,W,7,5,11,79,4,83,Pro,6.8462,95
2012/2013,051,W,7,11,11,67,11,78,Pro,7.3483,89
2013/2014,051,W,7,20,15,58,7,65,Pro,6.7802,80
2014/2015,051,W,7,18,13,67,2,69,Pro,6.4524,82
2007/2008,052,W,7,7,22,68,3,71,Pro,6.2454,93
2008/2009,052,W,7,12,27,61,1,61,Pro,5.9481,88
2009/2010,052,W,7,7,28,64,1,65,Pro,5.5939,93
2010/2011,052,W,7,7,31,60,2,62,Pro,5.5924,93
2011/2012,052,W,7,16,27,57,0,57,Pro,5.6098,84
2012/2013,052,W,7,16,20,65,0,65,Pro,5.9839,84
2013/2014,052,W,7,8,15,76,1,77,Pro,6.2536,92
2014/2015,052,W,7,14,19,64,3,66,Pro,6.5221,86
2007/2008,053,W,7,9,20,61,11,72,Pro,6.9319,91
2008/2009,053,W,7,7,19,59,15,74,Pro,7.3977,93
2009/2010,053,W,7,7,21,67,5,72,Pro,6.822,93
2010/2011,053,W,7,3,15,69,13,82,Pro,7.3175,97
2011/2012,053,W,7,9,7,76,7,84,Pro,7.4815,91
2012/2013,053,W,7,8,18,68,7,75,Pro,6.956,92
2013/2014,053,W,7,6,20,69,5,74,Pro,6.6957,94
2014/2015,053,W,7,9,8,79,4,83,Pro,7.0327,91
2007/2008,054,W,7,8,11,70,11,81,Pro,7.4793,92
2008/2009,054,W,7,12,15,63,10,73,Pro,7.0464,88
2009/2010,054,W,7,11,13,67,10,77,Pro,7.5235,89
2010/2011,054,W,7,7,5,65,22,87,Pro,8.0735,93
2011/2012,054,W,7,10,10,72,8,80,Pro,7.3121,90
2012/2013,054,W,7,8,8,68,16,84,Pro,7.7817,92
2013/2014,054,W,7,10,11,74,4,79,Pro,7.3194,90
2014/2015,054,W,7,9,10,71,9,80,Pro,7.6129,91
2007/2008,057,W,7,7,22,66,5,71,Pro,6.5353,93
2008/2009,057,W,7,9,23,64,4,68,Pro,6.254,91
2009/2010,057,W,7,12,29,59,1,59,Pro,5.6464,88
2010/2011,057,W,7,14,17,64,4,68,Pro,6.5226,86
2011/2012,057,W,7,11,22,63,4,67,Pro,6.2531,89
2012/2013,057,W,7,7,15,74,4,77,Pro,6.9579,93
2013/2014,057,W,7,8,23,68,2,70,Pro,6.1392,92
2014/2015,057,W,7,10,17,68,4,73,Pro,6.5847,90
2007/2008,058,W,7,8,13,77,3,79,Pro,6.989,92
2008/2009,058,W,7,10,38,51,1,52,Pro,5.43,90
2009/2010,058,W,7,15,30,51,3,54,Pro,5.9212,85
2010/2011,058,W,7,13,44,41,3,43,Pro,5.3145,87
2011/2012,058,W,7,8,35,55,3,57,Pro,5.8138,92
2012/2013,058,W,7,11,24,65,1,65,Pro,6.0161,89
2013/2014,058,W,7,13,27,56,4,60,Pro,6.1493,87
2014/2015,058,W,7,19,21,58,2,60,Pro,6.208,81
2007/2008,059,W,7,14,27,46,12,58,Pro,6.6537,86
2008/2009,059,W,7,11,27,58,4,62,Pro,6.0932,89
2009/2010,059,W,7,13,25,59,3,62,Pro,6.0986,87
2010/2011,059,W,7,6,23,68,3,71,Pro,6.4865,94
2011/2012,059,W,7,7,18,68,7,75,Pro,6.6578,93
2012/2013,059,W,7,4,16,79,2,81,Pro,6.9106,96
2013/2014,059,W,7,4,21,73,2,75,Pro,6.2894,96
2014/2015,059,W,7,5,20,69,6,74,Pro,6.5322,95
2007/2008,060,W,7,20,17,55,8,62,Pro,6.9683,80
2008/2009,060,W,7,12,9,62,16,79,Pro,7.7064,88
2009/2010,060,W,7,19,3,57,21,78,Pro,8.625,81
2010/2011,060,W,7,14,8,54,24,78,Pro,8.2809,86
2011/2012,060,W,7,13,8,62,18,79,Pro,7.8659,87
2012/2013,060,W,7,11,6,56,27,83,Pro,8.5375,89
2013/2014,060,W,7,10,8,57,25,82,Pro,8.2779,90
2014/2015,060,W,7,8,9,71,13,83,Pro,7.8038,92
2007/2008,061,W,7,10,17,70,4,74,Pro,6.5725,90
2008/2009,061,W,7,24,20,53,3,56,Pro,6.2599,76
2009/2010,061,W,7,30,15,52,3,55,Pro,6.4303,70
2010/2011,061,W,7,30,5,54,11,65,Pro,7.7821,70
2011/2012,061,W,7,28,6,58,8,66,Pro,7.6221,72
2012/2013,061,W,7,32,8,50,10,60,Pro,7.5633,68
2013/2014,061,W,7,30,10,50,9,59,Pro,7.4972,70
2014/2015,061,W,7,37,4,46,12,59,Pro,8.2297,63
2007/2008,062,W,7,16,26,56,2,59,Pro,6.1749,84
2008/2009,062,W,7,28,19,50,3,53,Pro,6.2032,72
2009/2010,062,W,7,42,15,43,0,43,Pro,5.906,58
2010/2011,062,W,7,42,11,43,4,47,Pro,6.7755,58
2011/2012,062,W,7,58,11,29,1,31,Pro,6.2133,42
2012/2013,062,W,7,46,16,35,3,37,Pro,5.9614,54
2013/2014,062,W,7,44,14,38,5,42,Pro,6.6472,56
2014/2015,062,W,7,57,8,32,3,35,Pro,6.6185,43
2007/2008,063,W,7,6,9,73,12,85,Pro,7.4202,94
2008/2009,063,W,7,13,15,66,7,72,Pro,6.8086,87
2009/2010,063,W,7,29,7,61,3,64,Pro,6.806,71
2010/2011,063,W,7,20,7,69,4,73,Pro,6.8792,80
2011/2012,063,W,7,9,5,83,2,85,Pro,6.8381,91
2012/2013,063,W,7,10,9,76,5,81,Pro,6.7403,90
2013/2014,063,W,7,11,4,79,5,84,Pro,7.0668,89
2014/2015,063,W,7,23,5,71,1,72,Pro,6.6819,77
2007/2008,064,W,7,5,22,66,7,73,Pro,6.625,95
2008/2009,064,W,7,20,17,58,5,63,Pro,6.6429,80
2009/2010,064,W,7,18,7,68,6,75,Pro,7.043,82
2010/2011,064,W,7,26,16,54,5,59,Pro,6.7778,74
2011/2012,064,W,7,33,3,50,15,65,Pro,8.425,67
2012/2013,064,W,7,33,18,48,2,50,Pro,6.2069,67
2013/2014,064,W,7,43,19,38,0,38,Pro,6.0685,57
2014/2015,064,W,7,51,15,33,1,34,Pro,6.1746,49
2007/2008,067,W,7,8,12,73,8,81,Pro,7.3075,92
2008/2009,067,W,7,10,14,72,3,76,Pro,6.5081,90
2009/2010,067,W,7,14,25,60,1,61,Pro,5.6422,86
2010/2011,067,W,7,13,7,76,4,80,Pro,6.7017,87
2011/2012,067,W,7,3,9,82,5,87,Pro,6.956,97
2012/2013,067,W,7,6,11,79,3,82,Pro,6.4642,94
2013/2014,067,W,7,11,13,74,2,76,Pro,6.1905,89
2014/2015,067,W,7,10,24,65,1,66,Pro,5.802,90
2007/2008,068,W,7,13,23,57,6,64,Pro,6.3714,87
2008/2009,068,W,7,27,15,52,5,58,Pro,6.7432,73
2009/2010,068,W,7,21,20,54,5,59,Pro,6.4153,79
2010/2011,068,W,7,16,15,62,6,69,Pro,6.682,84
2011/2012,068,W,7,16,18,65,2,66,Pro,6.3863,84
2012/2013,068,W,7,11,19,67,4,71,Pro,6.4144,89
2013/2014,068,W,7,13,18,67,3,70,Pro,6.5716,87
2014/2015,068,W,7,31,11,52,6,58,Pro,6.9937,69
2007/2008,069,W,7,11,12,71,6,77,Pro,7.188,89
2008/2009,069,W,7,16,18,63,3,66,Pro,6.5754,84
2009/2010,069,W,7,24,31,44,1,45,Pro,5.4444,76
2010/2011,069,W,7,16,23,52,9,61,Pro,6.5649,84
2011/2012,069,W,7,17,27,55,1,56,Pro,6.0036,83
2012/2013,069,W,7,10,18,64,8,73,Pro,6.9217,90
2013/2014,069,W,7,6,21,68,6,73,Pro,6.8638,94
2014/2015,069,W,7,14,15,63,8,71,Pro,7,86
2007/2008,070,W,7,8,37,51,4,55,Pro,5.5794,92
2008/2009,070,W,7,8,36,52,4,56,Pro,5.6293,92
2009/2010,070,W,7,12,30,57,1,58,Pro,5.7483,88
2010/2011,070,W,7,12,21,63,4,67,Pro,6.168,88
2011/2012,070,W,7,7,17,72,4,76,Pro,6.4765,93
2012/2013,070,W,7,10,20,65,5,70,Pro,6.3167,90
2013/2014,070,W,7,14,29,57,1,58,Pro,5.6625,86
2014/2015,070,W,7,9,26,61,3,65,Pro,5.9789,91
2007/2008,071,W,7,11,21,65,3,68,Pro,6.1637,89
2008/2009,071,W,7,25,22,49,5,54,Pro,6.4055,75
2009/2010,071,W,7,22,13,64,1,65,Pro,6.3279,78
2010/2011,071,W,7,24,11,62,3,64,Pro,6.6009,76
2011/2012,071,W,7,19,23,55,4,58,Pro,6.2112,81
2012/2013,071,W,7,13,15,71,1,72,Pro,6.4801,87
2013/2014,071,W,7,17,16,64,3,68,Pro,6.5287,83
2014/2015,071,W,7,17,8,71,4,75,Pro,6.8143,83
2007/2008,072,W,7,26,20,52,2,54,Pro,6.2018,74
2008/2009,072,W,7,18,18,60,4,64,Pro,6.6835,82
2009/2010,072,W,7,40,15,42,3,45,Pro,6.3574,60
2010/2011,072,W,7,37,15,43,5,48,Pro,6.3664,63
2011/2012,072,W,7,39,20,40,1,41,Pro,5.6964,61
2012/2013,072,W,7,48,19,32,1,33,Pro,5.7811,52
2013/2014,072,W,7,31,20,47,2,49,Pro,6.0853,69
2014/2015,072,W,7,47,13,38,1,39,Pro,6.4554,53
2007/2008,073,W,7,5,7,85,2,88,Pro,6.7218,95
2008/2009,073,W,7,8,23,68,2,70,Pro,6.1259,92
2009/2010,073,W,7,7,9,83,1,84,Pro,6.3275,93
2010/2011,073,W,7,7,10,81,3,83,Pro,6.5775,93
2011/2012,073,W,7,9,10,80,2,82,Pro,6.657,91
2012/2013,073,W,7,5,8,87,1,87,Pro,6.5607,95
2013/2014,073,W,7,4,10,84,2,85,Pro,6.5557,96
2014/2015,073,W,7,6,8,85,1,85,Pro,6.2571,94
2007/2008,074,W,7,4,11,82,3,85,Pro,6.4537,96
2008/2009,074,W,7,10,21,63,5,69,Pro,6.2079,90
2009/2010,074,W,7,9,27,57,7,64,Pro,6.0893,91
2010/2011,074,W,7,4,19,70,6,77,Pro,6.5745,96
2011/2012,074,W,7,9,15,74,2,76,Pro,6.3647,91
2012/2013,074,W,7,7,26,65,2,67,Pro,6.1711,93
2013/2014,074,W,7,12,27,54,8,62,Pro,6.4058,88
2014/2015,074,W,7,3,28,63,6,68,Pro,6.1412,97
2007/2008,075,W,7,10,20,64,5,70,Pro,6.6443,90
2008/2009,075,W,7,19,17,58,5,64,Pro,6.6042,81
2009/2010,075,W,7,17,17,62,4,66,Pro,6.78,83
2010/2011,075,W,7,18,14,61,7,68,Pro,6.7743,82
2011/2012,075,W,7,24,26,48,2,50,Pro,5.812,76
2012/2013,075,W,7,23,20,54,3,57,Pro,5.997,77
2013/2014,075,W,7,16,13,69,2,71,Pro,6.4344,84
2014/2015,075,W,7,14,19,64,4,68,Pro,6.5496,86
2007/2008,078,W,7,7,18,63,12,75,Pro,7.1333,93
2008/2009,078,W,7,23,34,41,2,43,Pro,5.6063,77
2009/2010,078,W,7,33,26,38,3,41,Pro,5.9011,67
2010/2011,078,W,7,34,27,39,0,39,Pro,5.5929,66
2011/2012,078,W,7,38,10,45,6,52,Pro,6.7701,62
2012/2013,078,W,7,42,16,38,4,42,Pro,6.3281,58
2013/2014,078,W,7,54,14,28,3,31,Pro,6.2069,46
2014/2015,078,W,7,48,14,38,1,39,Pro,5.9063,52
2007/2008,079,W,7,9,31,56,4,60,Pro,6.014,91
2008/2009,079,W,7,15,20,59,6,65,Pro,6.4607,85
2009/2010,079,W,7,18,19,57,6,63,Pro,6.7282,82
2010/2011,079,W,7,23,9,57,11,68,Pro,7.4395,77
2011/2012,079,W,7,26,19,51,3,54,Pro,6.3578,74
2012/2013,079,W,7,24,14,56,6,62,Pro,6.9019,76
2013/2014,079,W,7,28,16,51,5,56,Pro,6.8117,72
2014/2015,079,W,7,37,8,48,6,55,Pro,7.3594,63
2007/2008,081,W,7,12,14,69,5,74,Pro,6.5735,88
2008/2009,081,W,7,12,20,57,11,68,Pro,6.7576,88
2009/2010,081,W,7,14,3,73,10,83,Pro,7.4925,86
2010/2011,081,W,7,8,0,83,9,92,Pro,7.85,92
2011/2012,081,W,7,3,0,91,6,97,Pro,7.5,97
2012/2013,081,W,7,8,0,91,2,92,Pro,7.2034,92
2013/2014,081,W,7,7,15,73,5,78,Pro,6.8909,93
2014/2015,081,W,7,10,6,85,0,85,Pro,6.7021,90
2007/2008,082,W,7,4,40,52,4,56,Pro,5.9104,96
2008/2009,082,W,7,17,15,62,6,69,Pro,7.0271,83
2009/2010,082,W,7,18,31,46,5,51,Pro,5.9453,82
2010/2011,082,W,7,23,40,36,1,37,Pro,5.2231,77
2011/2012,082,W,7,24,26,47,2,49,Pro,5.8245,76
2012/2013,082,W,7,28,32,40,1,40,Pro,5.5731,72
2013/2014,082,W,7,23,35,40,2,42,Pro,5.6092,77
2014/2015,082,W,7,25,21,52,3,54,Pro,6.2905,75
2007/2008,083,W,7,8,16,75,1,76,Pro,6.6482,92
2008/2009,083,W,7,14,30,53,3,56,Pro,6.0168,86
2009/2010,083,W,7,12,21,64,3,67,Pro,6.4132,88
2010/2011,083,W,7,12,22,63,3,66,Pro,6.5358,88
2011/2012,083,W,7,14,18,66,3,68,Pro,6.3489,86
2012/2013,083,W,7,18,30,52,1,52,Pro,5.447,82
2013/2014,083,W,7,17,21,61,1,62,Pro,5.8872,83
2014/2015,083,W,7,15,23,62,1,62,Pro,5.9912,85
2007/2008,084,W,7,5,68,27,0,27,Pro,3.4286,95
2008/2009,084,W,7,7,59,30,4,33,Pro,4.76,93
2009/2010,084,W,7,15,48,36,0,36,Pro,5.0714,85
2010/2011,084,W,7,15,44,41,0,41,Pro,5.2424,85
2011/2012,084,W,7,20,48,32,0,32,Pro,4.4,80
2012/2013,084,W,7,29,26,41,3,44,Pro,5.625,71
2013/2014,084,W,7,15,47,35,3,38,Pro,5,85
2014/2015,084,W,7,34,31,34,0,34,Pro,4.8421,66
2007/2008,085,W,7,6,43,51,0,51,Pro,5.3861,94
2008/2009,085,W,7,11,15,72,3,75,Pro,6.8362,89
2009/2010,085,W,7,14,26,58,2,59,Pro,6.1895,86
2010/2011,085,W,7,22,13,59,6,65,Pro,6.878,78
2011/2012,085,W,7,28,27,38,7,45,Pro,6.1639,72
2012/2013,085,W,7,9,27,62,2,64,Pro,6.1461,91
2013/2014,085,W,7,7,28,60,5,65,Pro,6.3579,93
2014/2015,085,W,7,5,14,78,3,81,Pro,6.7579,95
2007/2008,091,W,7,19,28,52,1,53,Pro,5.7269,81
2008/2009,091,W,7,16,32,51,1,52,Pro,5.8092,84
2009/2010,091,W,7,30,14,55,2,57,Pro,6.2674,70
2010/2011,091,W,7,28,15,52,5,57,Pro,6.6882,72
2011/2012,091,W,7,38,21,41,0,41,Pro,5.6531,62
2012/2013,091,W,7,35,25,39,2,40,Pro,5.6931,65
2013/2014,091,W,7,37,22,41,0,41,Pro,5.5537,63
2014/2015,091,W,7,40,16,41,3,44,Pro,6.4,60
2007/2008,092,W,7,3,30,67,0,67,Pro,6,97
2008/2009,092,W,7,27,57,13,3,17,Pro,3.8182,73
2009/2010,092,W,7,13,30,53,3,57,Pro,5.9615,87
2010/2011,092,W,7,13,33,50,4,54,Pro,5.619,88
2011/2012,092,W,7,15,20,60,5,65,Pro,6.6471,85
2012/2013,092,W,7,16,41,31,13,44,Pro,6.2593,84
2013/2014,092,W,7,18,14,55,14,68,Pro,7.6667,82
2014/2015,092,W,7,22,14,57,8,65,Pro,7.1379,78
2007/2008,093,W,7,0,11,79,9,88,Pro,7.3288,100
2008/2009,093,W,7,17,6,67,10,77,Pro,7.4946,83
2009/2010,093,W,7,12,14,60,14,74,Pro,6.993,88
2010/2011,093,W,7,12,11,40,37,76,Pro,8.4266,88
2011/2012,093,W,7,14,6,69,10,80,Pro,7.5625,86
2012/2013,093,W,7,21,17,58,4,62,Pro,6.6604,79
2013/2014,093,W,7,16,6,67,11,78,Pro,7.6358,84
2014/2015,093,W,7,25,6,58,11,69,Pro,7.6507,75
