SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2009/2010,064,Gulf Islands,Numeracy,04,17,8,65,10,1,514.79545
2010/2011,064,Gulf Islands,Numeracy,04,19,14,58,9,1,494.71951
2011/2012,064,Gulf Islands,Numeracy,04,32,10,53,6,1,505.13415
2012/2013,064,Gulf Islands,Numeracy,04,30,9,52,9,1,501.19737
2013/2014,064,Gulf Islands,Numeracy,04,30,11,56,3,1,478.13235
2014/2015,064,Gulf Islands,Numeracy,04,57,7,34,2,1,471.95349
2015/2016,064,Gulf Islands,Numeracy,04,42,6,43,9,1,518.32394
2007/2008,067,Okanagan Skaha,Numeracy,04,13,15,57,15,1,506.34819
2008/2009,067,Okanagan Skaha,Numeracy,04,8,16,65,11,1,500.37275
2009/2010,067,Okanagan Skaha,Numeracy,04,14,19,57,10,1,486.2252
2010/2011,067,Okanagan Skaha,Numeracy,04,9,15,61,15,1,510.4097
2011/2012,067,Okanagan Skaha,Numeracy,04,5,15,67,13,1,508.8913
2012/2013,067,Okanagan Skaha,Numeracy,04,7,17,65,11,1,496.30471
2013/2014,067,Okanagan Skaha,Numeracy,04,7,21,63,9,1,480.73765
2014/2015,067,Okanagan Skaha,Numeracy,04,7,24,63,6,1,471.75424
2015/2016,067,Okanagan Skaha,Numeracy,04,4,16,69,11,1,498.31351
2007/2008,068,Nanaimo-Ladysmith,Numeracy,04,10,29,56,5,1,454.40044
2008/2009,068,Nanaimo-Ladysmith,Numeracy,04,25,21,50,4,1,464.39974
2009/2010,068,Nanaimo-Ladysmith,Numeracy,04,18,24,53,4,1,465.64628
2010/2011,068,Nanaimo-Ladysmith,Numeracy,04,15,24,55,7,1,471.76548
2011/2012,068,Nanaimo-Ladysmith,Numeracy,04,13,24,58,5,1,463.69667
2012/2013,068,Nanaimo-Ladysmith,Numeracy,04,7,33,57,3,1,443.83487
2013/2014,068,Nanaimo-Ladysmith,Numeracy,04,11,27,57,5,1,464.20217
2014/2015,068,Nanaimo-Ladysmith,Numeracy,04,25,33,40,3,1,436.10196
2015/2016,068,Nanaimo-Ladysmith,Numeracy,04,29,25,43,3,1,449.18832
2007/2008,069,Qualicum,Numeracy,04,13,23,59,5,1,467.55782
2008/2009,069,Qualicum,Numeracy,04,14,19,58,8,1,483.4635
2009/2010,069,Qualicum,Numeracy,04,18,19,55,8,1,485.00826
2010/2011,069,Qualicum,Numeracy,04,12,22,59,7,1,479.15693
2011/2012,069,Qualicum,Numeracy,04,15,15,61,9,1,495.46729
2012/2013,069,Qualicum,Numeracy,04,8,28,61,4,1,453.62633
2013/2014,069,Qualicum,Numeracy,04,6,28,62,4,1,460.36047
2014/2015,069,Qualicum,Numeracy,04,10,32,56,2,1,448.58545
2015/2016,069,Qualicum,Numeracy,04,6,28,61,5,1,458.76952
2007/2008,070,Alberni,Numeracy,04,7,27,63,3,1,459.00424
2008/2009,070,Alberni,Numeracy,04,4,29,62,5,1,457.32593
2009/2010,070,Alberni,Numeracy,04,10,31,54,5,1,451.51724
2010/2011,070,Alberni,Numeracy,04,8,33,53,6,1,445.89024
2011/2012,070,Alberni,Numeracy,04,7,29,60,4,1,456.05283
2012/2013,070,Alberni,Numeracy,04,5,33,55,6,1,452.4115
2013/2014,070,Alberni,Numeracy,04,5,31,55,9,1,472.89655
2014/2015,070,Alberni,Numeracy,04,6,36,54,4,1,444.07884
2015/2016,070,Alberni,Numeracy,04,8,23,67,1,1,453.51765
2007/2008,071,Comox Valley,Numeracy,04,9,20,64,8,1,481.21521
2008/2009,071,Comox Valley,Numeracy,04,20,20,56,4,1,471.5272
2009/2010,071,Comox Valley,Numeracy,04,19,22,55,4,1,467.55973
2010/2011,071,Comox Valley,Numeracy,04,17,21,57,5,1,472.3312
2011/2012,071,Comox Valley,Numeracy,04,19,15,59,6,1,487.88939
2012/2013,071,Comox Valley,Numeracy,04,8,26,61,5,1,462.19632
2013/2014,071,Comox Valley,Numeracy,04,12,22,62,4,1,464.02632
2014/2015,071,Comox Valley,Numeracy,04,13,25,58,4,1,459.69546
2015/2016,071,Comox Valley,Numeracy,04,13,20,64,4,1,468.79274
2007/2008,072,Campbell River,Numeracy,04,14,31,48,8,1,453.20055
2008/2009,072,Campbell River,Numeracy,04,14,24,53,8,1,473.42286
2009/2010,072,Campbell River,Numeracy,04,30,22,40,8,1,470.07807
2010/2011,072,Campbell River,Numeracy,04,26,18,48,8,1,482.07942
2011/2012,072,Campbell River,Numeracy,04,28,20,49,3,1,459.24444
2012/2013,072,Campbell River,Numeracy,04,29,23,44,3,1,450.39326
2013/2014,072,Campbell River,Numeracy,04,17,34,47,2,1,433.42545
2014/2015,072,Campbell River,Numeracy,04,32,25,42,0,1,435.82533
2015/2016,072,Campbell River,Numeracy,04,10,29,59,2,1,448.33746
2007/2008,073,Kamloops/Thompson,Numeracy,04,4,22,67,8,1,479.14286
2008/2009,073,Kamloops/Thompson,Numeracy,04,6,22,67,6,1,473.22854
2009/2010,073,Kamloops/Thompson,Numeracy,04,5,21,64,9,1,488.83557
2010/2011,073,Kamloops/Thompson,Numeracy,04,5,23,65,7,1,474.01786
2011/2012,073,Kamloops/Thompson,Numeracy,04,7,21,67,6,1,477.27641
2012/2013,073,Kamloops/Thompson,Numeracy,04,5,23,66,6,1,474.29514
2013/2014,073,Kamloops/Thompson,Numeracy,04,4,21,68,7,1,484.21608
2014/2015,073,Kamloops/Thompson,Numeracy,04,5,25,66,4,1,467.6333
2015/2016,073,Kamloops/Thompson,Numeracy,04,4,23,67,7,1,476.86128
2007/2008,074,Gold Trail,Numeracy,04,8,36,52,4,1,434.93137
2008/2009,074,Gold Trail,Numeracy,04,8,41,48,4,1,433.74737
2009/2010,074,Gold Trail,Numeracy,04,7,43,46,4,1,431.34667
2010/2011,074,Gold Trail,Numeracy,04,8,35,56,1,1,449.53165
2011/2012,074,Gold Trail,Numeracy,04,6,37,54,4,1,447.77922
2012/2013,074,Gold Trail,Numeracy,04,8,45,45,2,1,426.12821
2013/2014,074,Gold Trail,Numeracy,04,4,52,43,1,1,417.28889
2014/2015,074,Gold Trail,Numeracy,04,4,45,51,0,1,417.80198
2015/2016,074,Gold Trail,Numeracy,04,8,40,51,1,1,426.59155
2007/2008,075,Mission,Numeracy,04,8,28,57,7,1,469.18945
2008/2009,075,Mission,Numeracy,04,14,25,57,5,1,472.64019
2009/2010,075,Mission,Numeracy,04,10,26,60,4,1,461.54115
2010/2011,075,Mission,Numeracy,04,11,24,59,6,1,472.635
2011/2012,075,Mission,Numeracy,04,14,28,56,2,1,452.61619
2012/2013,075,Mission,Numeracy,04,10,29,56,5,1,460.01523
2013/2014,075,Mission,Numeracy,04,13,29,54,4,1,457.21467
2014/2015,075,Mission,Numeracy,04,10,28,60,2,1,454.15259
2015/2016,075,Mission,Numeracy,04,11,26,60,3,1,465.89295
2007/2008,078,Fraser-Cascade,Numeracy,04,7,34,55,5,1,449.04545
2008/2009,078,Fraser-Cascade,Numeracy,04,45,22,25,7,1,468.87654
2009/2010,078,Fraser-Cascade,Numeracy,04,42,23,34,2,1,444.14063
2010/2011,078,Fraser-Cascade,Numeracy,04,42,26,29,2,1,424.62338
2011/2012,078,Fraser-Cascade,Numeracy,04,33,17,47,3,1,464.56627
2012/2013,078,Fraser-Cascade,Numeracy,04,31,18,50,2,1,461.57143
2013/2014,078,Fraser-Cascade,Numeracy,04,28,25,46,2,1,448.25
2014/2015,078,Fraser-Cascade,Numeracy,04,27,20,49,3,1,466.93023
2015/2016,078,Fraser-Cascade,Numeracy,04,38,17,39,6,1,484.56962
2007/2008,079,Cowichan Valley,Numeracy,04,11,29,56,4,1,449.53022
2008/2009,079,Cowichan Valley,Numeracy,04,16,25,55,4,1,454.90123
2009/2010,079,Cowichan Valley,Numeracy,04,19,27,50,4,1,453.24242
2010/2011,079,Cowichan Valley,Numeracy,04,22,24,48,5,1,461.51974
2011/2012,079,Cowichan Valley,Numeracy,04,19,20,59,3,1,467.31957
2012/2013,079,Cowichan Valley,Numeracy,04,20,21,53,6,1,470.41348
2013/2014,079,Cowichan Valley,Numeracy,04,26,29,43,2,1,438.10026
2014/2015,079,Cowichan Valley,Numeracy,04,34,27,38,1,1,436.85672
2015/2016,079,Cowichan Valley,Numeracy,04,43,15,40,2,1,460.32931
2007/2008,081,Fort Nelson,Numeracy,04,0,4,72,24,1,553.23881
2008/2009,081,Fort Nelson,Numeracy,04,3,5,49,43,1,590.64407
2009/2010,081,Fort Nelson,Numeracy,04,8,0,58,34,1,584.46296
2010/2011,081,Fort Nelson,Numeracy,04,10,0,53,37,1,609.91304
2011/2012,081,Fort Nelson,Numeracy,04,7,2,36,56,1,622.26316
2012/2013,081,Fort Nelson,Numeracy,04,9,2,47,42,1,601.03846
2013/2014,081,Fort Nelson,Numeracy,04,0,0,64,36,1,584.36207
2014/2015,081,Fort Nelson,Numeracy,04,5,2,79,14,1,557.98333
2015/2016,081,Fort Nelson,Numeracy,04,8,0,62,30,1,592.30435
2007/2008,082,Coast Mountains,Numeracy,04,9,35,51,5,1,447.85938
2008/2009,082,Coast Mountains,Numeracy,04,17,38,43,2,1,433.50355
2009/2010,082,Coast Mountains,Numeracy,04,15,42,41,2,1,415.98951
2010/2011,082,Coast Mountains,Numeracy,04,21,34,41,3,1,433.02008
2011/2012,082,Coast Mountains,Numeracy,04,19,37,43,2,1,429.33456
2012/2013,082,Coast Mountains,Numeracy,04,21,40,38,1,1,417.95814
2013/2014,082,Coast Mountains,Numeracy,04,18,37,42,2,1,425.97211
2014/2015,082,Coast Mountains,Numeracy,04,26,31,41,2,1,429.95565
2015/2016,082,Coast Mountains,Numeracy,04,16,27,53,4,1,455.66415
2007/2008,083,North Okanagan-Shuswap,Numeracy,04,10,24,60,6,1,464.88652
2008/2009,083,North Okanagan-Shuswap,Numeracy,04,12,25,61,2,1,460.89706
2009/2010,083,North Okanagan-Shuswap,Numeracy,04,15,29,54,3,1,446.05376
2010/2011,083,North Okanagan-Shuswap,Numeracy,04,12,25,59,3,1,459.78155
2011/2012,083,North Okanagan-Shuswap,Numeracy,04,12,21,62,5,1,464.33333
2012/2013,083,North Okanagan-Shuswap,Numeracy,04,12,29,55,4,1,457.28255
2013/2014,083,North Okanagan-Shuswap,Numeracy,04,12,34,51,4,1,444.29178
2014/2015,083,North Okanagan-Shuswap,Numeracy,04,12,35,49,4,1,437.26667
2015/2016,083,North Okanagan-Shuswap,Numeracy,04,9,32,56,4,1,454.08911
2007/2008,084,Vancouver Island West,Numeracy,04,14,31,49,6,1,430.46667
2008/2009,084,Vancouver Island West,Numeracy,04,30,43,23,3,1,413.04762
2009/2010,084,Vancouver Island West,Numeracy,04,17,33,43,7,1,441.6
2010/2011,084,Vancouver Island West,Numeracy,04,8,53,32,8,1,423.45714
2011/2012,084,Vancouver Island West,Numeracy,04,6,41,50,3,1,438.96875
2012/2013,084,Vancouver Island West,Numeracy,04,14,44,39,3,1,412.87097
2013/2014,084,Vancouver Island West,Numeracy,04,15,38,42,4,1,448
2014/2015,084,Vancouver Island West,Numeracy,04,30,55,15,0,1,391.57143
2015/2016,084,Vancouver Island West,Numeracy,04,16,36,44,4,1,455.42857
2007/2008,085,Vancouver Island North,Numeracy,04,10,28,60,2,1,445.49451
2008/2009,085,Vancouver Island North,Numeracy,04,10,25,63,3,1,460.82609
2009/2010,085,Vancouver Island North,Numeracy,04,11,28,60,1,1,446.14444
2010/2011,085,Vancouver Island North,Numeracy,04,18,32,48,2,1,438.96809
2011/2012,085,Vancouver Island North,Numeracy,04,10,42,48,0,1,423.89109
2012/2013,085,Vancouver Island North,Numeracy,04,6,33,59,2,1,455
2013/2014,085,Vancouver Island North,Numeracy,04,3,39,53,4,1,436.30337
2014/2015,085,Vancouver Island North,Numeracy,04,8,21,63,8,1,477.88043
2015/2016,085,Vancouver Island North,Numeracy,04,6,24,62,8,1,482.39785
2007/2008,087,Stikine,Numeracy,04,36,23,36,5,1,422.35714
2008/2009,087,Stikine,Numeracy,04,6,82,12,0,1,365.4375
2009/2010,087,Stikine,Numeracy,04,13,87,0,0,1,332.7
2010/2011,087,Stikine,Numeracy,04,30,61,9,0,1,361
2011/2012,087,Stikine,Numeracy,04,18,0,0,0,MSK,Msk
2012/2013,087,Stikine,Numeracy,04,10,0,0,0,MSK,Msk
2013/2014,087,Stikine,Numeracy,04,23,31,46,0,1,429.2
2014/2015,087,Stikine,Numeracy,04,14,50,29,7,1,407.33333
2015/2016,087,Stikine,Numeracy,04,31,38,31,0,1,387.63636
2007/2008,091,Nechako Lakes,Numeracy,04,19,32,44,5,1,444
2008/2009,091,Nechako Lakes,Numeracy,04,18,27,50,5,1,454.97368
2009/2010,091,Nechako Lakes,Numeracy,04,25,34,38,3,1,431.20444
2010/2011,091,Nechako Lakes,Numeracy,04,27,29,40,4,1,442.28311
2011/2012,091,Nechako Lakes,Numeracy,04,23,31,43,3,1,436.53394
2012/2013,091,Nechako Lakes,Numeracy,04,19,36,40,5,1,429.97101
2013/2014,091,Nechako Lakes,Numeracy,04,24,29,44,3,1,441.32883
2014/2015,091,Nechako Lakes,Numeracy,04,41,25,30,4,1,434.96875
2015/2016,091,Nechako Lakes,Numeracy,04,30,30,39,2,1,437.65854
2007/2008,092,Nisga'a,Numeracy,04,5,77,18,0,1,361.09524
2008/2009,092,Nisga'a,Numeracy,04,6,56,31,6,1,422.2
2009/2010,092,Nisga'a,Numeracy,04,19,55,26,0,1,356.64
2010/2011,092,Nisga'a,Numeracy,04,9,77,14,0,1,356.1
2011/2012,092,Nisga'a,Numeracy,04,14,64,19,3,1,389.93548
2012/2013,092,Nisga'a,Numeracy,04,0,91,9,0,1,346.18182
2013/2014,092,Nisga'a,Numeracy,04,10,52,39,0,1,384.92857
2014/2015,092,Nisga'a,Numeracy,04,14,48,38,0,1,404.56
2015/2016,092,Nisga'a,Numeracy,04,19,46,35,0,1,390.19048
2007/2008,093,Conseil scolaire francophone,Numeracy,04,1,28,65,7,1,466.02128
2008/2009,093,Conseil scolaire francophone,Numeracy,04,9,23,62,6,1,471.05805
2009/2010,093,Conseil scolaire francophone,Numeracy,04,10,21,59,9,1,485.10326
2010/2011,093,Conseil scolaire francophone,Numeracy,04,11,20,57,12,1,493.50246
2011/2012,093,Conseil scolaire francophone,Numeracy,04,19,12,56,13,1,516.78747
2012/2013,093,Conseil scolaire francophone,Numeracy,04,21,12,59,8,1,499.01583
2013/2014,093,Conseil scolaire francophone,Numeracy,04,17,11,59,13,1,519.44289
2014/2015,093,Conseil scolaire francophone,Numeracy,04,26,8,55,11,1,519.06122
2015/2016,093,Conseil scolaire francophone,Numeracy,04,33,6,51,9,1,515.6631
2007/2008,,,Numeracy,07,9,21,59,12,1,489.20414
2008/2009,,,Numeracy,07,16,21,52,11,1,485.15827
2009/2010,,,Numeracy,07,17,20,54,9,1,481.46125
2010/2011,,,Numeracy,07,16,21,53,9,1,481.03709
2011/2012,,,Numeracy,07,17,23,51,9,1,475.81577
2012/2013,,,Numeracy,07,16,20,53,10,1,484.54593
2013/2014,,,Numeracy,07,16,21,52,10,1,483.22433
2014/2015,,,Numeracy,07,20,22,48,10,1,480.67902
2015/2016,,,Numeracy,07,22,21,48,10,1,481.06071
2007/2008,,,Numeracy,07,10,22,58,10,1,482.79879
2008/2009,,,Numeracy,07,17,22,52,9,1,478.09305
2009/2010,,,Numeracy,07,19,22,53,7,1,473.27078
2010/2011,,,Numeracy,07,17,23,53,7,1,472.04287
2011/2012,,,Numeracy,07,18,24,50,7,1,465.76897
2012/2013,,,Numeracy,07,17,22,53,8,1,474.88012
2013/2014,,,Numeracy,07,18,23,52,8,1,473.30609
2014/2015,,,Numeracy,07,22,24,47,7,1,469.00561
2015/2016,,,Numeracy,07,24,23,46,7,1,469.71217
2007/2008,005,Southeast Kootenay,Numeracy,07,8,32,53,7,1,456.63636
2008/2009,005,Southeast Kootenay,Numeracy,07,14,39,44,2,1,427.1779
2009/2010,005,Southeast Kootenay,Numeracy,07,20,34,44,2,1,432.5848
2010/2011,005,Southeast Kootenay,Numeracy,07,15,33,51,1,1,426.47354
2011/2012,005,Southeast Kootenay,Numeracy,07,8,40,50,2,1,417.21944
2012/2013,005,Southeast Kootenay,Numeracy,07,10,38,50,3,1,432.79598
2013/2014,005,Southeast Kootenay,Numeracy,07,12,38,48,2,1,430.23596
2014/2015,005,Southeast Kootenay,Numeracy,07,18,42,39,1,1,415.48589
2015/2016,005,Southeast Kootenay,Numeracy,07,19,41,39,1,1,418.17178
2007/2008,006,Rocky Mountain,Numeracy,07,6,23,65,6,1,471.37872
2008/2009,006,Rocky Mountain,Numeracy,07,13,24,59,4,1,460.72277
2009/2010,006,Rocky Mountain,Numeracy,07,8,23,63,6,1,465.29004
2010/2011,006,Rocky Mountain,Numeracy,07,5,20,73,2,1,464.96476
2011/2012,006,Rocky Mountain,Numeracy,07,10,24,61,5,1,457.87981
2012/2013,006,Rocky Mountain,Numeracy,07,2,26,66,5,1,465.6093
2013/2014,006,Rocky Mountain,Numeracy,07,3,28,63,5,1,468.575
2014/2015,006,Rocky Mountain,Numeracy,07,4,33,58,4,1,449.89352
2015/2016,006,Rocky Mountain,Numeracy,07,3,35,54,8,1,459.70157
2007/2008,008,Kootenay Lake,Numeracy,07,14,21,60,6,1,469.71304
2008/2009,008,Kootenay Lake,Numeracy,07,31,19,45,5,1,465.09655
2009/2010,008,Kootenay Lake,Numeracy,07,24,23,50,2,1,453.3931
2010/2011,008,Kootenay Lake,Numeracy,07,22,33,43,2,1,432.47059
2011/2012,008,Kootenay Lake,Numeracy,07,33,27,38,2,1,427.55294
2012/2013,008,Kootenay Lake,Numeracy,07,21,31,45,3,1,440.16026
2013/2014,008,Kootenay Lake,Numeracy,07,27,33,38,1,1,422.92075
2014/2015,008,Kootenay Lake,Numeracy,07,29,33,38,0,1,413.34599
2015/2016,008,Kootenay Lake,Numeracy,07,25,30,39,6,1,452.1194
2007/2008,010,Arrow Lakes,Numeracy,07,14,19,67,0,1,454.40816
2008/2009,010,Arrow Lakes,Numeracy,07,16,9,73,2,1,480.35135
2009/2010,010,Arrow Lakes,Numeracy,07,0,14,83,3,1,475.65714
2010/2011,010,Arrow Lakes,Numeracy,07,12,26,62,0,1,452.72727
2011/2012,010,Arrow Lakes,Numeracy,07,42,15,40,4,1,469.39286
2012/2013,010,Arrow Lakes,Numeracy,07,5,22,70,3,1,477.57143
2013/2014,010,Arrow Lakes,Numeracy,07,18,8,61,13,1,523.96774
2014/2015,010,Arrow Lakes,Numeracy,07,13,35,48,5,1,439.31429
2015/2016,010,Arrow Lakes,Numeracy,07,3,15,62,21,1,511.39394
2007/2008,019,Revelstoke,Numeracy,07,6,28,61,5,1,471.22826
2008/2009,019,Revelstoke,Numeracy,07,2,7,73,18,1,520.73404
2009/2010,019,Revelstoke,Numeracy,07,6,9,72,14,1,501.69737
2010/2011,019,Revelstoke,Numeracy,07,8,23,59,11,1,485.18919
2011/2012,019,Revelstoke,Numeracy,07,15,18,63,5,1,473.16981
2012/2013,019,Revelstoke,Numeracy,07,10,24,56,10,1,476.92063
2013/2014,019,Revelstoke,Numeracy,07,18,24,56,3,1,472.49231
2014/2015,019,Revelstoke,Numeracy,07,18,23,53,6,1,475.92157
2015/2016,019,Revelstoke,Numeracy,07,38,13,43,5,1,488.55319
2007/2008,020,Kootenay-Columbia,Numeracy,07,11,20,58,11,1,483.25786
2008/2009,020,Kootenay-Columbia,Numeracy,07,22,27,46,5,1,457.59302
2009/2010,020,Kootenay-Columbia,Numeracy,07,24,21,52,2,1,463.22907
2010/2011,020,Kootenay-Columbia,Numeracy,07,15,23,54,8,1,474.52941
2011/2012,020,Kootenay-Columbia,Numeracy,07,32,23,41,4,1,457.58376
2012/2013,020,Kootenay-Columbia,Numeracy,07,24,16,53,7,1,477.65366
2013/2014,020,Kootenay-Columbia,Numeracy,07,28,19,48,6,1,475.15534
2014/2015,020,Kootenay-Columbia,Numeracy,07,39,11,43,7,1,498.26027
2015/2016,020,Kootenay-Columbia,Numeracy,07,43,15,37,5,1,472.3
2007/2008,022,Vernon,Numeracy,07,7,28,55,9,1,470.61286
2008/2009,022,Vernon,Numeracy,07,20,29,46,5,1,448.11195
2009/2010,022,Vernon,Numeracy,07,12,29,56,3,1,449.74021
2010/2011,022,Vernon,Numeracy,07,12,32,53,3,1,445.08146
2011/2012,022,Vernon,Numeracy,07,13,27,55,4,1,458.85793
2012/2013,022,Vernon,Numeracy,07,8,30,56,6,1,458.79151
2013/2014,022,Vernon,Numeracy,07,12,28,56,4,1,458.72477
2014/2015,022,Vernon,Numeracy,07,11,30,56,3,1,449.52612
2015/2016,022,Vernon,Numeracy,07,12,33,51,4,1,440.69643
2007/2008,023,Central Okanagan,Numeracy,07,5,29,61,5,1,457.79928
2008/2009,023,Central Okanagan,Numeracy,07,8,30,57,5,1,450.48358
2009/2010,023,Central Okanagan,Numeracy,07,19,23,53,4,1,457.39819
2010/2011,023,Central Okanagan,Numeracy,07,19,26,52,3,1,448.60394
2011/2012,023,Central Okanagan,Numeracy,07,19,32,46,2,1,438.36377
2012/2013,023,Central Okanagan,Numeracy,07,18,28,51,3,1,447.70345
2013/2014,023,Central Okanagan,Numeracy,07,25,30,43,2,1,436.48615
2014/2015,023,Central Okanagan,Numeracy,07,34,30,33,2,1,422.43033
2015/2016,023,Central Okanagan,Numeracy,07,45,22,32,1,1,429.59908
2007/2008,027,Cariboo-Chilcotin,Numeracy,07,5,36,55,4,1,435.34615
2008/2009,027,Cariboo-Chilcotin,Numeracy,07,12,33,51,4,1,443.525
2009/2010,027,Cariboo-Chilcotin,Numeracy,07,7,29,58,6,1,463.07179
2010/2011,027,Cariboo-Chilcotin,Numeracy,07,7,30,58,5,1,457.22193
2011/2012,027,Cariboo-Chilcotin,Numeracy,07,8,26,62,4,1,460.55337
2012/2013,027,Cariboo-Chilcotin,Numeracy,07,8,30,58,5,1,450.83003
2013/2014,027,Cariboo-Chilcotin,Numeracy,07,7,36,50,7,1,450.21257
2014/2015,027,Cariboo-Chilcotin,Numeracy,07,10,28,57,5,1,461.97509
2015/2016,027,Cariboo-Chilcotin,Numeracy,07,6,33,56,6,1,454.34146
2007/2008,028,Quesnel,Numeracy,07,11,40,47,2,1,428.20578
2008/2009,028,Quesnel,Numeracy,07,32,35,32,1,1,404.7713
2009/2010,028,Quesnel,Numeracy,07,33,35,31,1,1,406.62963
2010/2011,028,Quesnel,Numeracy,07,43,27,29,1,1,419.01899
2011/2012,028,Quesnel,Numeracy,07,35,42,22,1,1,390.63187
2012/2013,028,Quesnel,Numeracy,07,37,35,26,2,1,403.14754
2013/2014,028,Quesnel,Numeracy,07,46,36,18,0,1,387.95082
2014/2015,028,Quesnel,Numeracy,07,58,26,15,1,1,396.94737
2015/2016,028,Quesnel,Numeracy,07,52,28,19,0,1,390.34375
2007/2008,033,Chilliwack,Numeracy,07,10,31,54,4,1,448.94855
2008/2009,033,Chilliwack,Numeracy,07,35,23,40,2,1,444.18391
2009/2010,033,Chilliwack,Numeracy,07,25,29,44,2,1,436.71625
2010/2011,033,Chilliwack,Numeracy,07,21,29,47,3,1,440.36775
2011/2012,033,Chilliwack,Numeracy,07,16,35,47,2,1,434.70876
2012/2013,033,Chilliwack,Numeracy,07,9,30,56,4,1,452.08344
2013/2014,033,Chilliwack,Numeracy,07,9,29,58,4,1,454.75682
2014/2015,033,Chilliwack,Numeracy,07,17,32,48,3,1,444.31978
2015/2016,033,Chilliwack,Numeracy,07,22,30,45,2,1,439.02008
2007/2008,034,Abbotsford,Numeracy,07,5,16,67,12,1,498.9439
2008/2009,034,Abbotsford,Numeracy,07,9,20,62,9,1,482.74869
2009/2010,034,Abbotsford,Numeracy,07,7,19,65,8,1,486.94493
2010/2011,034,Abbotsford,Numeracy,07,4,19,68,9,1,482.47178
2011/2012,034,Abbotsford,Numeracy,07,6,27,62,5,1,465.07801
2012/2013,034,Abbotsford,Numeracy,07,7,23,63,8,1,477.16563
2013/2014,034,Abbotsford,Numeracy,07,6,23,61,10,1,482.79273
2014/2015,034,Abbotsford,Numeracy,07,5,27,61,7,1,470.96918
2015/2016,034,Abbotsford,Numeracy,07,5,24,63,9,1,475.65468
2007/2008,035,Langley,Numeracy,07,1,21,62,15,1,493.22126
2008/2009,035,Langley,Numeracy,07,10,16,58,15,1,504.00962
2009/2010,035,Langley,Numeracy,07,13,18,59,9,1,490.1751
2010/2011,035,Langley,Numeracy,07,9,17,65,9,1,488.56711
2011/2012,035,Langley,Numeracy,07,12,21,56,11,1,483.76959
2012/2013,035,Langley,Numeracy,07,10,22,58,10,1,482.44976
2013/2014,035,Langley,Numeracy,07,8,20,59,12,1,491.24688
2014/2015,035,Langley,Numeracy,07,12,21,59,8,1,477.57006
2015/2016,035,Langley,Numeracy,07,16,25,51,8,1,466.69884
2007/2008,036,Surrey,Numeracy,07,7,23,60,9,1,479.18869
2008/2009,036,Surrey,Numeracy,07,11,23,57,9,1,477.60264
2009/2010,036,Surrey,Numeracy,07,10,22,61,7,1,475.6623
2010/2011,036,Surrey,Numeracy,07,9,24,60,7,1,474.11237
2011/2012,036,Surrey,Numeracy,07,11,25,57,7,1,466.56501
2012/2013,036,Surrey,Numeracy,07,11,21,60,8,1,479.79818
2013/2014,036,Surrey,Numeracy,07,11,22,57,9,1,478.30655
2014/2015,036,Surrey,Numeracy,07,14,23,54,9,1,477.55076
2015/2016,036,Surrey,Numeracy,07,19,23,50,9,1,476.10359
2007/2008,037,Delta,Numeracy,07,9,14,65,11,1,502.27273
2008/2009,037,Delta,Numeracy,07,23,16,53,8,1,483.34084
2009/2010,037,Delta,Numeracy,07,25,16,54,5,1,476.05369
2010/2011,037,Delta,Numeracy,07,26,22,47,5,1,463.51606
2011/2012,037,Delta,Numeracy,07,17,20,59,5,1,471.92652
2012/2013,037,Delta,Numeracy,07,19,21,55,5,1,468.47717
2013/2014,037,Delta,Numeracy,07,24,23,48,5,1,460.92393
2014/2015,037,Delta,Numeracy,07,24,27,45,3,1,446.46012
2015/2016,037,Delta,Numeracy,07,26,23,46,5,1,456.18192
2007/2008,038,Richmond,Numeracy,07,8,10,57,25,1,544.02558
2008/2009,038,Richmond,Numeracy,07,12,7,56,25,1,548.94501
2009/2010,038,Richmond,Numeracy,07,17,7,55,21,1,546.37065
2010/2011,038,Richmond,Numeracy,07,15,9,55,21,1,542.02999
2011/2012,038,Richmond,Numeracy,07,15,9,59,17,1,528.29208
2012/2013,038,Richmond,Numeracy,07,18,8,51,24,1,548.11277
2013/2014,038,Richmond,Numeracy,07,16,10,54,20,1,536.0308
2014/2015,038,Richmond,Numeracy,07,22,8,49,20,1,542.32744
2015/2016,038,Richmond,Numeracy,07,22,9,48,20,1,539.86135
2007/2008,039,Vancouver,Numeracy,07,20,12,53,14,1,512.09826
2008/2009,039,Vancouver,Numeracy,07,32,11,43,15,1,517.33145
2009/2010,039,Vancouver,Numeracy,07,38,12,41,9,1,500.62708
2010/2011,039,Vancouver,Numeracy,07,34,13,43,10,1,500.40212
2011/2012,039,Vancouver,Numeracy,07,38,12,40,10,1,499.64631
2012/2013,039,Vancouver,Numeracy,07,34,11,45,11,1,508.35331
2013/2014,039,Vancouver,Numeracy,07,36,10,44,10,1,507.6055
2014/2015,039,Vancouver,Numeracy,07,38,11,40,11,1,508.93859
